"","HL_HO2","LL_HO2","LL_LO2","HL_LO2","FC.HLHO.div.HL_LO2","FC.HLHO.div.LL_HO2","FC.HLHO.div.LL_LO2","FC.LLHO.div.HL_LO2","FC.LLHO.div.LL_LO2","FC.LLLO.div.HL_LO2","Locus.tag","Ortholog.group","Genome.count.calc","Reference..PMID.","Curated.Product.Descriptor","Gene","Gene.Aliases","Functional.role","regulon","cofactor","substrate","Regulator.family","Merops.family","CAZY","TC.family","E.C.","evolution","Genome.count.calc.1","Loc.Sys","Loc.Cleave","protein.localization","X7002","X6803"
"A0948",18.3028338856599,29.3421354320458,32.1695111454407,33.754748760575,0.542229895280315,0.623773069552075,0.568949705294292,0.869274295008735,0.912110081480191,0.953036604527009,"7002_A0948","cyan4161",5,"","hypothetical protein","","","","","","","","","","","","",1,"","","cyt","7002_A0948",""
"A0949",185438.929743069,140946.367328579,194021.82793742,181469.17849888,1.0218756224998,1.31567016062761,0.955763234036126,0.77669590227108,0.726445930475615,1.06917234949966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0950",44.1421287830622,33.1282174232776,21.4463407636271,21.8949721690216,2.01608517436333,1.33246314521124,2.05825922797641,1.51305136026386,1.54470255734549,0.979509843541648,"7002_A0950","cyan3077",8,"","bifunctional mannose-1-phosphate guanyltransferase/phosphomannomutase","","","Sugar metabolism: mannose","","","","","","","","2.7.7.13 5.4.2.8","",2,"","","cyt","7002_A0950","sll1496"
"A0951",32.2991186217528,25.5560534408141,20.3740237254458,20.9826816619791,1.53932272061675,1.26385393177218,1.5853087763618,1.21795935583973,1.2543449337843,0.970992366641286,"7002_A0951","cyan2021",10,"","hypothetical protein","","","","","","","","","","","","",2,"","","cyt","7002_A0951","ssr0657"
"A0952",574.9243114672,465.688084921502,840.696557934184,526.391622563562,1.09219882464558,1.23456951140185,0.683866617558115,0.884679894131996,0.553931237765291,1.59709334628073,"7002_A0952","cyan2044",14,"","ribosome recycling factor Frr","frr","","Translation factors","","","","","","","","","core",2,"","","cyt","7002_A0952","sll0145"
"A0953",106.587091451784,74.7751193268265,131.894995696307,109.474860845108,0.973621620790094,1.4254352572266,0.808120815267359,0.683034614061971,0.566929161580921,1.20479710755623,"7002_A0953","cyan2045",14,"","uridylate kinase PyrH","pyrH","","","","","","","","","","2.7.4.22","core",2,"","","cyt","7002_A0953","sll0144"
"A0954",13.9962847360929,16.0908484627348,17.1570726109017,20.0703911549365,0.697359838582437,0.869828882454969,0.815773474502845,0.801720720763188,0.937855124102616,0.85484495436362,"7002_A0954","cyan3095",12,"16498617","Zn-binding protein YfiH","yfiH","","","","Zn","","","","","","","core",2,"","","cyt","7002_A0954","slr1573"
"A0955",657.825382596366,819.686751101668,752.766560803313,888.570953859462,0.740318350199425,0.802532652519077,0.873876998327834,0.922477543905077,1.0888989944332,0.847165392401935,"7002_A0955","cyan1027",14,"","30S ribosomal protein S1 RpsA","rpsA","","Ribosome: SSU","","","","","","","","","core",2,"","","cyt","7002_A0955","slr1356"
"A0956",398.355796334951,458.115920939038,301.321087728961,380.425141436751,1.04713320163458,0.869552395206891,1.32203092500872,1.20422093873416,1.52035798221701,0.792064074921448,"7002_A0956","cyan2234",13,"","deoxyribonucleotide-responsive transcriptional repressor of deoxyribonucleotide biosynthesis NrdR","nrdR","","Deoxyribonucleotide synth","","","","NrdR","","","","","none in 7120",2,"","","cyt","7002_A0956","slr0780"
"A0957",26827.6479272279,14717.4472204155,21019.558582431,11079.768208032,2.42131851709496,1.82284655249271,1.27631833094971,1.3283172485275,0.700178700837085,1.89711176152524,"7002_A0957","cyan2233",14,"","photosystem II reaction center protein PsbT","psbT","","Photosystem II","","","","","","","","","core",2,"Sec","","TM 1 TM","7002_A0957","smr0001"
"A0958",19.3794711730517,16.0908484627348,15.012438534539,20.0703911549365,0.965575161114143,1.20437845262996,1.29089428932318,0.801720720763188,1.07183442754585,0.747989335068168,"7002_A0958","cyan1921",14,"","23S rRNA pseudouridine1911/1915/1917 synthase RluD","rluD","rluA","rRNA modification - 23S","","","","","","","","5.4.99.23","core",2,"","","cyt","7002_A0958","slr1629"
"A0959",54.9085016569798,33.1282174232776,26.8079259545339,34.6670392676176,1.58388206252934,1.65745415623837,2.04821893905945,0.955611385429807,1.23576204587639,0.773297244901301,"7002_A0959","cyan2094",6,"","periplasmic protein","","","","","","","","","","","","",2,"Sec","LepB","peri","7002_A0959","slr1940"
"A0960",81.8244338417738,52.0586273794362,54.6881689472492,29.1932962253622,2.80285012045633,1.57177470787667,1.49619991703689,1.78323910316812,0.951917542341756,1.8733125757734,"7002_A0960","cyan10628",2,"","glutathione-dependent formaldehyde-activating enzyme, Gfa","gfa","","","","","","","","","","","",1,"","","cyt","7002_A0960",""
"A0961",317.607999780569,496.923261349164,527.579982785228,489.900002281859,0.648311896920214,0.639148988353359,0.602009193191593,1.01433610743946,0.941891803259442,1.07691361569272,"7002_A0961","cyan10629",1,"","toxin-antitoxin system antidote CopG family","","","Toxin-antitoxin","","","","","","","","","",1,"","","cyt","7002_A0961",""
"A0962",244.39666423793,363.463871158245,338.852184065309,293.757543267707,0.831967279952386,0.672409787138166,0.721248602578952,1.23729204402766,1.07263251721639,1.1535097287919,"7002_A0962","cyan10630",1,"","toxin-antitoxin system toxin, RelE family","","","Toxin-antitoxin","","","","","","","","","",1,"","","cyt","7002_A0962",""
"A0963",166.878779545723,113.582459736952,113.665606047224,93.053631718342,1.79336127418259,1.46923019568516,1.46815545483821,1.2206128620616,0.99926850070867,1.22150639312253,"7002_A0963","cyan3202",6,"","subtilase domain-containing protein","","","Proteolysis","","","","","S08","","","","",2,"Sec","LepB","peri","7002_A0963","slr0459"
"A0964",231.477016789229,159.015443631732,151.196702383571,142.317319098641,1.62648522509612,1.45568890355903,1.53096604052907,1.11733023527177,1.05171237946927,1.06239144568748,"7002_A0964","cyan1642",14,"","glucose-6-phosphate isomerase Pgi","pgi","","Pentose phosphate pathway","","","","","","","","5.3.1.9","core",2,"","","cyt","7002_A0964","slr1349"
"A0965",15.0729220234847,10.4117254758872,9.65085334363221,10.0351955774683,1.50200580617756,1.44768723093904,1.5618227204157,1.03752093275236,1.07883988132066,0.961700573659073,"7002_A0965","cyan2857",4,"","hypothetical protein","","","","","","","","","","","","",2,"","","cyt","7002_A0965","sll0676"
"A0966",104.433816877001,104.117254758872,70.7729245199695,102.176536788768,1.02209196121904,1.00304043857919,1.47561821961354,1.01899377323893,1.47114529270999,0.692653389361594,"7002_A0966","cyan10631",1,"","protein of unknown function DUF29","","","","","","","","","","","","",1,"","","cyt","7002_A0966",""
"A0967",89.3608948535161,80.4542423136741,66.4836563672441,58.3865924507244,1.53050368419655,1.11070457298096,1.34410319372181,1.37795748881173,1.21013564400338,1.13868019311717,"7002_A0967","DUF820",1,"","putative endonuclease DUF820 family","","","Genome evolution?","","","","","","","","","",1,"","","cyt","7002_A0967",""
"A0968",264.852772698373,144.817636164613,174.787677223561,233.546369802898,1.13404791057937,1.82887098362327,1.5152828672219,0.620080869965279,0.828534588164274,0.748406739831041,"7002_A0968","cyan10633",2,"","hypothetical protein","","","","","","","","","","","","",1,"","","cyt","7002_A0968",""
"A0969",8.61309829913409,9.4652049780793,17.1570726109017,10.9474860845108,0.786764946093006,0.909974830875968,0.502014445847905,0.864600777293634,0.551679484766245,1.56721574966664,"7002_A0969","cyan8028",3,"","cellulase M-like protein","","","Proteolysis","","Zn","","","M42","","","","",1,"","","cyt","7002_A0969",""
"A0970",43.0654914956704,23.6630124451983,49.3265837563424,35.5793297746602,1.21040760937385,1.81994966175194,0.873068601474617,0.665077520995104,0.479721291101082,1.38638316316664,"7002_A0970","cyan1346a",2,"","glutathione peroxidase","","","","","","","","","","","","",2,"","","cyt","7002_A0970","slr1992"
"A0971",16.1495593108764,27.44909443643,22.5186578018085,34.6670392676176,0.465847665449806,0.588345795824979,0.717163494068435,0.791792290784697,1.21894895681685,0.649569685717093,"7002_A0971","cyan2431",14,"","NAD-dependent epimerase/dehydratase family protein","","","","","","","","","","","","core",2,"","","cyt","7002_A0971","sll0456"
"A0972",13.9962847360929,18.9304099561586,21.4463407636271,24.6318436901494,0.568219127733837,0.739354550086724,0.652618779602276,0.768534024261008,0.882687175625992,0.870675416481465,"7002_A0972","cyan10634",1,"","GDSL-like lipase/acylhydrolase domain-containing protein","","","","","","","","","","","","",1,"Sec","","IM 1 TM","7002_A0972",""
"A0973",85.0543457039491,53.951668375052,71.8452415581509,46.526815859171,1.82807149239257,1.57649148331582,1.18385496185028,1.15958221895852,0.750942821054948,1.54416845923036,"7002_A0973","cyan2128",14,"","low molecular weight phosphotyrosine protein","","","","","","","","","","","3.1.3.48","core",2,"","","cyt","7002_A0973","slr0328"
"A0974",47.3720406452375,29.3421354320458,38.6034133745288,26.4564247042345,1.79056849800477,1.61447147413478,1.22714642318377,1.10907410052839,0.760091734566826,1.45913190486204,"7002_A0974","cyan10635",1,"","pathogenesis-related protein pr-1 precursor","","","","","","","","","","","","",1,"Sec","LepB","peri","7002_A0974",""
"A0975",36.6056677713199,70.9890373355948,60.049754138156,72.0709500563629,0.507911547477763,0.515652404163049,0.60958896995817,0.984988227296546,1.1821703244991,0.833203309949351,"7002_A0975","cyan0417",11,"","photosystem I biogenesis protein BtpA","btpA","","Photosystem I assembly","","","","","","","","","core",2,"","","cyt-TM assoc","7002_A0975","sll0634"
"A0976",123.813288050052,164.69456661858,125.461093467219,147.791062140896,0.837758970376811,0.75177518355414,0.986866004658274,1.11437433517846,1.31271426118737,0.848908531069429,"7002_A0976","cyan0089",9,"","cysteine synthase CysM","cysM","","AA synth: Met & Cys","","","","","","","","2.5.1.47","",2,"","","cyt","7002_A0976","sll0712"
"A0977",354.213667551889,477.046330895197,335.635232950765,398.670951577602,0.888486272075282,0.742514184916155,1.05535305229368,1.19659164784254,1.42132375883546,0.841885348362112,"7002_A0977","cyan10636",1,"","TPR repeat-containing protein","","","","","","","","","","","","",1,"Sec","","IM 1 TM","7002_A0977",""
"A0978",9.68973558652585,7.57216398246344,11.7954874199949,8.21061456338312,1.18014741913951,1.27965210591933,0.821478184114753,0.92224082911321,0.641954309546176,1.43661443719442,"7002_A0978","cyan1974",14,"","DNA repair protein RadA","radA","","DNA Repair","","","","","S16","","","","core",2,"","","cyt","7002_A0978","slr0448"
"A0979",149.652582947455,121.154623719415,205.884871330821,163.30000076062,0.916427325477048,1.23521974113046,0.726875083050612,0.741914410012862,0.588458117083994,1.26077691593294,"7002_A0979","cyan1889",14,"","two component signal transduction system response regulator of photosystem I RpaB","rpaB","","Photosystem I","","","","RR","","","","","core",2,"","","cyt-IM assoc","7002_A0979","slr0947"
"A0980",52.7552270821963,47.3260248903965,48.2542667181611,49.2636873802987,1.07087450995992,1.11471916782306,1.09327590429099,0.960667530326261,0.980763528473324,0.979509843541648,"7002_A0980","cyan4267",11,"","single-stranded-DNA-specific exonuclease RecJ","recJ","","DNA Repair: base excision","","","","","","","","3.1.-.-","",1,"","","cyt","7002_A0980",""
"A0981",8956.54559381206,7628.95521233192,10281.3757620828,7758.11847189,1.15447393930169,1.17401994696917,0.871142714853717,0.983351213309505,0.742016962405663,1.32524088145023,"7002_A0981","cyan2898",13,"18688756","photosystem II reaction center protein Ycf12","ycf12","","Photosystem II","","","","","","","","","core",2,"Sec","","TM 1 TM","7002_A0981","sll0047"
"A0982",31.2224813343611,40.700381405741,51.4712178327051,47.4391063662136,0.658159137597033,0.76712994463381,0.606600788732885,0.857950002083684,0.790740594831618,1.08499551899998,"7002_A0982","cyan2899",12,"","Fe-S cluster protein","","","","","","","","","","","","",2,"","","cyt","7002_A0982","slr0022"
"A0983",12046.4946086264,16813.9901230601,2632.53832873523,9019.81624312988,1.33555876127763,0.716456624540588,4.57599970231544,1.86411670369303,6.38698777507948,0.291861636398675,"7002_A0983","cyan10637",1,"","hypothetical protein","","","","","","","","","","","","",1,"","","cyt","7002_A0983",""
"A0984",240.090115088363,205.394948024321,45.037315603617,105.825698816938,2.26873167644923,1.16891928159759,5.3309153059087,1.94087967592468,4.56055040740096,0.425580138918095,"7002_A0984","cyan0996",12,"","nicotinamide nucleotide transhydrogenase beta subunit PntB","pntB","","Cofactor NAD synth","","","","","","","","1.6.1.2","",2,"Sec","","IM 8 TM","7002_A0984","slr1434"
"A0985",437.114738681055,320.870448756888,115.810240123587,137.755866563428,3.17311160377908,1.36227795477744,3.77440490767128,2.32926884902682,2.77065696793714,0.840691892205282,"7002_A0985","cyan5040",10,"","nicotinamide nucleotide transhydrogenase alpha chain part 2 PntC","pntC","","Cofactor NAD synth","","","","","","","","1.6.1.2","",1,"Sec","","IM 2 TM","7002_A0985",""
"A0986",791.328406232944,488.404576868892,413.914376738004,301.055867324048,2.62851016081072,1.62023134858003,1.91181667201145,1.62230545848551,1.17996523995599,1.37487563493482,"7002_A0986","cyan0991",12,"","nicotinamide nucleotide transhydrogenase alpha chain part 1 PntA","pntA","","Cofactor NAD synth","","","","","","","","1.6.1.2","",2,"","","cyt","7002_A0986","slr1239"
"A0987",60.2916880939386,89.9194472917534,67.5559734054255,83.0184361408737,0.726244565624313,0.670507770119134,0.892470125951831,1.08312624847774,1.3310362172138,0.813746639249985,"7002_A0987","cyan10638",1,"","protein of unknown function DUF2808","","","","","","","","","","","","",1,"Sec","LepB","peri","7002_A0987",""
"A0988",2738.96525912464,2156.17369400647,2252.93809721903,1486.12123597234,1.8430294869803,1.2702897112316,1.21573036671782,1.45087334856346,0.957049683996197,1.51598540057532,"7002_A0988","cyan1716",14,"","50S ribosomal protein L34 RpmH","rpmH","","Ribosome: LSU","","","","","","","","","core",2,"","","cyt","7002_A0988","smr0011"
"A0989",127.043199912228,126.833746706263,117.954874199949,193.405587493025,0.656874506879538,1.00165139965825,1.07704917472823,0.655791532966115,1.07527346848984,0.609883487488196,"7002_A0989","cyan1717",9,"","ribonuclease P, RnpA","rnpA","","","","","","","","","","3.1.26.5","core",2,"","","cyt","7002_A0989","slr1469"
"A0990",166.878779545723,136.298951684342,125.461093467219,163.30000076062,1.02191536294203,1.2243584964043,1.33012374540898,0.83465371126447,1.08638421615507,0.768285933146634,"7002_A0990","cyan1718",14,"","ribonuclease P protein component","","","","","","","","","","","","core",2,"Sec","","IM 1 TM","7002_A0990","slr1470"
"A0991",356.366942126673,377.661678625364,356.00925667621,328.424582535325,1.08507998815327,0.943614251315619,1.00100470828709,1.14991903380053,1.06081982853847,1.08399089351942,"7002_A0991","cyan1719",14,"18600052","inner membrane protein translocase component YidC","yidC","","Protein export","","","","","","","2.A.9","","core",2,"Sec","","IM 2 TM","7002_A0991","slr1471"
"A0992",366.056677713199,420.255101026721,417.131327852548,307.441900873346,1.19065318251464,0.871034466491636,0.877557386058034,1.36694152564406,1.00748870431347,1.35678099396214,"7002_A0992","cyan1720",11,"","RNA-binding protein Jag","jag","","","","","","","","","","","core",2,"","","cyt","7002_A0992","slr1472"
"A0993",40.9122169208869,49.2190658860124,47.1819496799797,62.9480449859372,0.649936259815961,0.83122700897324,0.867115861010017,0.781899833378591,1.04317575301254,0.74953796723187,"7002_A0993","cyan1598",11,"","protein of unknown function DUF177","","","","","","","","","","","","core",2,"","","cyt","7002_A0993","slr0816"
"A0994",45.218766070454,54.89818887286,40.7480474508916,41.9653633239582,1.07752590443173,0.823684114154971,1.10971614345326,1.30817856738341,1.34725937332388,0.970992366641286,"7002_A0994","cyan12444c",14,""," AAA family ATPase Ycf46","ycf46","","","","ATP","","","","","","","core",2,"","","cyt","7002_A0994","slr0480"
"A0995",99.050630440042,105.06377525668,81.4960949017831,89.4044696901717,1.10789349551872,0.9427667166733,1.21540339521072,1.17515126056645,1.28918784861165,0.911543854397942,"7002_A0995","cyan3210",9,"","SH3 domain protein","","","","","","","","","","","","",2,"Sec","","IM 1 TM","7002_A0995","slr1178"
"A0996",320.837911642745,205.394948024321,179.076945376287,132.282123521172,2.42540642002464,1.56205356913041,1.79162041751707,1.55270374073974,1.1469647731188,1.35375015617756,"7002_A0996","cyan10639",1,"","two component signal transduction system, hybrid histidine kinase with PAS sensory domain","","","Sensory transduction","","","","","","","","2.7.13.3","",1,"Sec","","IM 6 TM","7002_A0996",""
"A0997",58.1384135191551,71.9355578334027,50.3989007945238,45.6145253521284,1.27455921267067,0.808201330054314,1.15356510960795,1.57703181778359,1.42732394356543,1.10488710351498,"7002_A0997","cyan10640",1,"","two component signal transduction system, phosphotransferase","","","Sensory transduction","","","","","","","","","",1,"","","cyt-IM assoc","7002_A0997",""
"A0998",53.831864369588,48.2725453882045,43.9649985654356,41.9653633239582,1.28276893384729,1.11516523391663,1.22442547767782,1.15029494718197,1.09797673065672,1.04764965874455,"7002_A0998","cyan0244",11,"","arsenite export system ATPase component ArsA","arsA","","Transport","","ATP","","","","","3.A.4.1","3.6.3.-","core",2,"","","cyt-IM assoc","7002_A0998","slr1794"
"A0999",120.583376187877,101.277693265449,113.665606047224,115.860894394406,1.04075992868996,1.19062127404332,1.06086071575406,0.874131809484273,0.891014413131897,0.981052378728328,"7002_A0999","cyan1602",14,"","isochorismate synthase MenF","menF","","Cofactor vitamin K synth","","","","","","","","5.4.4.2","core",2,"","","cyt","7002_A0999","slr0817"
"A1000",15.0729220234847,9.4652049780793,13.9401214963576,8.21061456338312,1.83578487421701,1.59245595403294,1.08126188336472,1.15280103639151,0.678990135096917,1.69781706213886,"7002_A1000","cyan5662",6,"","Mg-protoporphyrin IX chelatase, subunit H, ChlH-like","","","Chlorophyll Biosynthesis","","","","","","","","6.6.1.1","",1,"","","cyt","7002_A1000",""
"A1001",75.3646101174233,48.2725453882045,78.2791437872391,55.6497209295967,1.35426753016009,1.56123132748328,0.962767430393242,0.867435533940499,0.616671862423638,1.40664036547948,"7002_A1001","cyan9017",5,"","restriction endonuclease, Mrr","mrr","","","","","","","","","","","pCC7120alpha",1,"","","cyt","7002_A1001",""
"A1002",4.30654914956704,4.73260248903965,3.21695111454407,3.64916202817027,1.18014741913951,0.909974830875968,1.33870518892775,1.29690116594045,1.47114529270999,0.881558859187484,"7002_A1002","cyan1563",6,"","3-oxoacyl-(acyl carrier protein) synthase II, FabB","fabB","","Fatty Acid Biosynthesis FASII","","","","","","","","2.3.1.41","",2,"","","cyt","7002_A1002","slr1332"
"A1003",3.22991186217528,5.67912298684758,7.5062192672695,6.38603354929798,0.505777465345504,0.56873426929748,0.430298096441061,0.889303656644881,0.756589007679421,1.17541181224998,"7002_A1003","cyan1976",6,"","Na+/H+ antiporter NhaS2","nhaS2","","Transport|antiport:Na:H","","","","","","","","","",2,"Sec","","IM 12 TM","7002_A1003","sll0273"
"A1004",8.61309829913409,10.4117254758872,6.43390222908814,9.12290507042569,0.944117935311607,0.82724984625088,1.33870518892775,1.1412730260276,1.61825982198098,0.705247087349987,"7002_A1004","cyan2215",6,"","K+ transport system NAD-binding component TrkA","trkA","","Potassium homeostasis","","","","","","","","","",2,"","","cyt","7002_A1004","slr0773"
"A1005",5.3831864369588,5.67912298684758,4.28926815272543,3.64916202817027,1.47518427392439,0.947890448829133,1.25503611461976,1.55628139912854,1.32403076343899,1.17541181224998,"7002_A1005","cyan0913",11,"","ATP-dependent DNA helicase RecQ","recQ","","DNA Repair","","ATP","","","","","","3.6.4.12","core",2,"","","cyt","7002_A1005","slr1536"
"A1006",8.61309829913409,12.3047664715031,13.9401214963576,20.9826816619791,0.410486058831133,0.69998063913536,0.617863933351267,0.586424875033943,0.882687175625992,0.664363198228249,"7002_A1006","cyan2373",14,"","formyltetrahydrofolate deformylase PurU","purU","","","","","","","","","","3.5.1.10","core",2,"","","cyt","7002_A1006","sll0070"
"A1007",13.9962847360929,14.197807467119,18.2293896490831,17.3335196338088,0.807469286779664,0.985806066782299,0.76778679953209,0.819095473225549,0.778841625552345,1.05168425306577,"7002_A1007","cyan1582",14,"","essential endopeptidase YgiD","ygjD","","Protease:YjeE/YeaZ/YgjD essential signal transduction network","","","","","M22","","","","core",2,"","","cyt","7002_A1007","slr0807"
"A1008",4759.81344755897,6837.66407616449,5432.35811542675,4441.94247879027,1.07156125282723,0.696116889414219,0.876196551556884,1.53934097724442,1.25869170089265,1.22296903693949,"7002_A1008","cyan1581",14,"","photosystem I subunit III precursor, plastocyanin (cyt c553) docking protein PsaF","psaF","","Photosystem I","","","","","","","","","core",2,"Sec","LepB","TM 2 TM","7002_A1008","sll0819"
"A1009",12652.641401428,14620.9021296391,11249.6780475606,10037.0201584823,1.26059738863184,0.8653803499429,1.12471142266792,1.45669749574857,1.29967293888997,1.12081851684371,"7002_A1009","cyan1580",13,"","photosystem I reaction centre subunit IX PsaJ","psaJ","","Photosystem I","","","","","","","","","core",2,"Sec","","TM 1 TM","7002_A1009","sml0008"
"A1010",138.886210073537,124.940705710647,121.171825314493,116.773184901449,1.18936732085154,1.11161698089962,1.14619227459079,1.06994346190087,1.03110360338611,1.03766824050193,"7002_A1010","cyan1467",14,"","acyl-phosphate glycerol 3-phosphate acyltransferase PlsY","plsY","","Glycerolipid and Glycerophospholipid Metabolism","","","","","","","","","core",2,"Sec","","IM 5 TM","7002_A1010","sll1973"
"A1011",107.663728739176,121.154623719415,97.5808504745035,104.913408309895,1.02621514707783,0.888647295777313,1.10332845241298,1.15480590775915,1.24158196132008,0.930108477519548,"7002_A1011","cyan0103",12,"","protein of unknown function DUF3086","","","","","","","","","","","","",2,"","","cyt","7002_A1011","slr0731"
"A1012",25.8392948974023,34.0747379210855,20.3740237254458,31.0178772394473,0.833045237039653,0.758312359063307,1.26824702108944,1.09855157585544,1.67245991171241,0.656847777433811,"7002_A1012","cyan0102",14,"","protein of unknown function DUF3119","","","","","","","","","","","","core",2,"Sec","","IM 1 TM","7002_A1012","slr0730"
"A1013",26.915932184794,28.3956149342379,33.2418281836221,25.5441341971919,1.05370305280313,0.947890448829133,0.809700719109524,1.1116295708061,0.854213395767089,1.3013487921339,"7002_A1013","cyan1540a",10,"","RND-type export system permease component hydrophobe/amphiphile (HAE1) family Rnd1b","rnd1b","","Transport RND|export","","","","","","","2.A.6.2","","check",2,"Sec","","IM 12 TM","7002_A1013","slr2131"
"A1014",48.4486779326292,42.5934224013569,43.9649985654356,51.0882683943838,0.948332747522819,1.13746853859496,1.10198292991003,0.833722178104576,0.968802997638283,0.860569362540163,"7002_A1014","cyan2244",11,"","periplasmic GerMN domain protein","","","","","","","","","","","","core",2,"Sec","LepB","peri","7002_A1014","sll0749"
"A1015",149.652582947455,117.368541728183,97.5808504745035,90.3167601972143,1.65697465919588,1.27506553923145,1.53362654885404,1.29952116829589,1.20278252502882,1.08042903954291,"7002_A1015","cyan8455",2,"","FHA domain-containing protein","","","","","","","","","","","","",1,"","","cyt","7002_A1015",""
"A1016",100.127267727434,62.4703528553234,78.2791437872391,80.281564619746,1.24720124977243,1.60279657711108,1.27910530037959,0.778140699564271,0.798045939607061,0.975057526071004,"7002_A1016","cyan10641",1,"","hypothetical protein","","","","","","","","","","","","",1,"","","cyt","7002_A1016",""
"A1017",258.392948974023,196.87626354405,159.775238689022,361.267040788857,0.715240860084551,1.3124636983788,1.61722774501338,0.544960489930533,1.23220760087387,0.44226353541729,"7002_A1017","cyan10642",3,"","conserved hypothetical protein with a C-terminal Piwi domain","","","RNA silencing?","","","","","","","","","",1,"","","cyt","7002_A1017",""
"A1018",319.761274355353,242.30924743883,272.368527698065,209.826816619791,1.52392949341058,1.31964123422931,1.17400228674667,1.15480590775915,0.889637468347456,1.29806347961519,"7002_A1018","cyan0476",14,"","Mg-protoporphyrin IX chelatase subunit H ChlH","chlH","","Chlorophyll Biosynthesis","Fur","","","","","","","6.6.1.1","core",2,"","","cyt","7002_A1018","slr1055"
"A1019",40.9122169208869,44.4864633969727,40.7480474508916,39.2284918028304,1.04292097505352,0.919655414183159,1.00402889169581,1.13403450789212,1.09174466459004,1.03873602012789,"7002_A1019","cyan2436",8,"","hypothetical protein","","","","","","","","","","","","",2,"Sec","","IM 4 TM","7002_A1019","sll0691"
"A1020",49.525315220021,54.89818887286,33.2418281836221,50.1759778873413,0.98703238691668,0.902130220264968,1.48984932316152,1.09411298362976,1.65147923181637,0.662504839631806,"7002_A1020","cyan10643",1,"","protein of unknown function DUF3370","","","","","","","","","","","","",1,"","","cyt","7002_A1020",""
"A1021",24.7626576100105,24.6095329430062,23.5909748399899,20.9826816619791,1.18014741913951,1.00622216875708,1.04966656859107,1.17284975006789,1.04317575301254,1.12430695084781,"7002_A1021","cyan1064b",8,"","ABC-type lipopolysaccharide export system permease component LptG","lptG","","Transport: polysaccharide","","","","","","","3.A.1","","paralog to core",2,"Sec","","IM 6 TM","7002_A1021","sll0496"
"A1022",613.683253813304,682.441278919518,564.038762083394,579.304471972031,1.05934492741657,0.899246972259538,1.08801609936618,1.17803557876292,1.20991911335806,0.973648209832265,"7002_A1022","cyan0752",14,"","transketolase Tkt","tkt","","Pentose phosphate pathway | Calvin-Benson cycle","","","","","","","","2.2.1.1","core",2,"","","cyt","7002_A1022","sll1070"
"A1023",120.583376187877,220.539275989248,187.655481681737,219.862012197259,0.548450252878112,0.546765992801011,0.642578490685318,1.00308040386432,1.17523492526203,0.853514801426333,"7002_A1023","cyan0753",14,"","3-oxoacyl-(acyl carrier protein) synthase II FabF","fabF","","Fatty Acid Biosynthesis FASII","","","","","","","","2.3.1.41","core",2,"","","cyt","7002_A1023","sll1069"
"A1024",8020.94779106862,9876.94139462575,10375.7396614428,8711.46205174949,0.920734974614026,0.812088223529703,0.773048288872859,1.13378688169137,0.95192648590918,1.19104458009538,"7002_A1024","cyan0754",14,"","acyl carrier protein AcpP","acpP","","Fatty Acid Biosynthesis FASII","","","","","","","","","core",2,"","","cyt","7002_A1024","ssl2084"
"A1025",41.9888542082787,63.4168733531313,71.8452415581509,74.8078215774906,0.561289626176108,0.662108552316469,0.584434728002038,0.84773051822449,0.882687175625992,0.960397456350592,"7002_A1025","cyan1056",14,"","aspartyl-tRNA / glutamyl-tRNA amidotransferase subunit A GatA","gatA","","Aminoacyl-tRNA biosynthesis","","","","","","","","6.3.5.6 6.3.5.7","core",2,"","","cyt","7002_A1025","slr0877"
"A1026",4108.44788868696,4442.02069621262,3849.61816707107,4319.69555084656,0.951096631771143,0.924905165838135,1.06723516732903,1.02831800156427,1.15388604880579,0.891178121642539,"7002_A1026","cyan0860",14,"","50S ribosomal protein L7/L12 RplL","rplL","","Ribosome: LSU","","","","L10-rs","","","","","core",2,"","","cyt","7002_A1026","sll1746"
"A1027",2436.43018136755,3285.37264789133,2435.23199370986,2520.65867095862,0.966584730189181,0.741599338185075,1.00049202197605,1.30337863104721,1.34910047846667,0.966109383141404,"7002_A1027","cyan0861",14,"","50S ribosomal protein L10 RplJ","rplJ","","Ribosome: LSU","","","","L10-rs","","","","","core",2,"","","cyt","7002_A1027","sll1745"
"A1028",512.479348798478,549.928409226408,506.1336420216,592.076539070627,0.865562667966727,0.931901935234425,1.01253761111696,0.92881303841159,1.08652806999725,0.854844954363621,"7002_A1028","cyan0862",14,"","50S ribosomal protein L1 RplA","rplA","","Ribosome: LSU","","","","","","","","","core",2,"","","cyt","7002_A1028","sll1744"
"A1029",400.509070909735,459.062441436846,446.083887883444,618.532963774862,0.64751451315619,0.872450095582114,0.89783352815106,0.742179428296306,1.02909442350626,0.721196628165178,"7002_A1029","cyan0863",14,"","50S ribosomal protein L11 RplK","rplK","","Ribosome: LSU","","","","","","","","","core",2,"","","cyt","7002_A1029","sll1743"
