Locus tag	Ortholog group	Genome count calc	Reference (PMID)	Curated Product Descriptor	Gene	Gene Aliases	Functional role	regulon	cofactor	substrate	Regulator family	Merops family	CAZY	TC family	E.C.	evolution	Genome count calc	Loc Sys	Loc Cleave	protein localization	7002	6803
7002_A0478	cyan10541	3	na	"tRNA (guanine26-N2/guanine27-N2)-dimethyltransferase, Trm1"	trm1	na	tRNA modification	na	na	na	na	na	na	na	2.1.1.32	na	2	na	na	cyt	7002_A0478	na
7002_A0479	cyan2477	6	na	VWA domain protein	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A0479	slr0645
7002_A0480	cyan2548	14	na	protein of unknown function DUF2839	na	na	na	na	na	na	na	na	na	na	na	core	2	Sec	na	IM 1 TM	7002_A0480	ssr0332
7002_A0481	cyan1007c	11	na	glycogen phosphorylase GlgP	glgP	na	Glycogen metabolism	na	na	na	na	na	GT35	na	2.4.1.1	na	2	na	na	cyt	7002_A0481	slr1367
7002_A0482	cyan1241a	9	na	protein of unknown function DUF1499	na	na	na	na	na	na	na	na	na	na	na	na	2	Sec	LepB	peri	7002_A0482	sll1620
7002_A0483	cyan4357a	11	22961855	intramembrane metalloprotease M50 family	na	na	Proteolysis	na	Zn	na	na	M50	na	na	na	na	2	Sec	na	IM 6 TM	7002_A0483	na
7002_A0485	cyan3200	14	na	tRNA pseudouridine 55 synthase TruB	truB	na	tRNA modification	na	na	na	na	na	na	na	4.2.1.70	core	2	na	na	cyt	7002_A0485	slr0457
7002_A0486	cyan10542	4	na	two component signal transduction system response regulator RpaB	rpaB	na	Sensory transduction	na	na	na	na	na	na	na	na	na	2	na	na	cyt-IM assoc	7002_A0486	na
7002_A0488	cyan3262	14	na	bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP pyrophosphatase HisIE	hisIE	na	AA synth: Aromatic (his)	na	na	na	na	na	na	na	3.6.1.31 3.5.4.19	core	2	na	na	cyt	7002_A0488	slr0608
7002_A0489	cyan1841	14	na	50S ribosomal protein L27 RpmA	rpmA	na	Ribosome: LSU	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A0489	ssr2799
7002_A0490	cyan1840	14	na	50S ribosomal protein L21 RplU	rplU	na	Ribosome: LSU	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A0490	slr1678
7002_A0491	cyan2183	11	21339611	lipopolysaccharide secretin LptD	lptD	na	Omp (LPS-EP):lipid	na	na	na	na	na	na	1.B.42	na	core	2	Sec Bam	LepB	OM	7002_A0491	sll0350
7002_A0492	cyan3214	14	na	5-nucleotidase SurE	surE	na	Cofactor folate synth	na	na	na	na	na	na	na	3.1.3.5	core	2	na	na	cyt	7002_A0492	sll1108
7002_A0493	cyan2435	14	na	phenylalanyl-tRNA synthetase alpha subunit PheS	pheS	na	Aminoacyl-tRNA biosynthesis	na	na	na	na	na	na	na	6.1.1.20	core	2	na	na	cyt	7002_A0493	sll0454
7002_A0494	cyan2958	2	na	membrane protein	na	na	na	na	na	na	na	na	na	na	na	na	2	Sec	na	IM 2 TM	7002_A0494	sll0498
7002_A0495	cyan6405	4	na	conserved hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	Sec	na	IM 3 TM	7002_A0495	na
7002_A0496	cyan3027	14	na	two component signal transduction system controlling glycogen catabolism response regulator NrrA	nrrA	rre37	Glycogen metabolism	NtcA	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A0496	sll1330
7002_A0497	cyan1701	6	na	ABC-type transport system ATPase component	na	na	Transport	na	ATP	na	na	na	na	3.A.1	3.6.3.-	na	2	na	na	cyt-IM assoc	7002_A0497	sll1870
7002_A0498	cyan3908	12	na	 5-amino-6-(5-phosphoribosylamino)uracil reductase PyrR	pyrR	na	Cofactor riboflavin (B2) synth	na	na	na	na	na	na	na	1.1.1.193	na	2	na	na	cyt	7002_A0498	na
7002_A0499	cyan0816	14	na	protein of unknown function DUF3531	na	na	bacteriocin????	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A0499	slr1195
7002_A0500	cyan0797	8	na	ABC-type sugar uptake system substrate-binding component	na	na	Transport|uptake:sugar (riboflavin?)	na	na	na	na	na	na	3.A.1.1	na	na	2	Sec	LspA	LP -IM	7002_A0500	slr1897
7002_A0501	cyan1752	11	na	type IV pilus assembly protein PilM	pilM	na	T2bSS secretion: type IVa pili	na	na	na	na	na	na	na	na	core	2	na	na	cyt-IM assoc	7002_A0501	slr1274
7002_A0502	cyan1753	11	na	type IV pilus assembly protein PilN	pilN	na	T2bSS secretion: type IVa pili	na	na	na	na	na	na	na	na	core	2	Sec	na	IM 1 TM	7002_A0502	slr1275
7002_A0503	cyan1754	11	na	type IV pilus assembly protein PilO	pilO	na	T2bSS secretion: type IVa pili	na	na	na	na	na	na	na	na	core	2	Sec	na	IM 1 TM	7002_A0503	slr1276
7002_A0504	cyan1755	11	na	type IV pilus secretin PilQ	pilQ	na	T2bSS secretion: type IVa pili	na	na	na	na	na	na	na	na	core	2	Sec Bam	LepB	OM	7002_A0504	slr1277
7002_A0505	cyan5017	3	na	"putative transposase, IS200-like"	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A0505	na
7002_A0506	cyan10543	1	na	haloacid dehalogenase-like hydrolase	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A0506	na
7002_A0507	cyan0393	14	na	16S rRNA (cytosine967-C5)-methyltransferase RsmB 	rsmB	na	rRNA modication - 16S	na	na	na	na	na	na	na	2.1.1.176	core	2	na	na	cyt	7002_A0507	slr0679
7002_A0508	cyan3793	9	na	nicotinate phosphoribosyltransferase PcnB	pncB	na	Cofactor NAD salvage	NrtR	na	na	na	na	na	na	2.4.2.11	na	2	na	na	cyt	7002_A0508	na
7002_A0509	cyan4674	5	na	metallo-beta-lactamase domain protein	na	na	na	na	4Fe-4S	na	na	na	na	na	na	na	2	na	na	cyt	7002_A0509	na
7002_A0510	cyan10544	1	na	hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	Sec	na	IM 1 TM	7002_A0510	na
7002_A0511	cyan1326	11	na	histidinol-phosphate aminotransferase HisC	hisC	na	AA synth: Phe & Tyr	na	na	na	na	na	na	na	2.6.1.9	core	2	na	na	cyt	7002_A0511	sll1958
7002_A0512	cyan2364	14	na	aspartate aminotransferase AspC	aspC	na	AA synth	na	na	na	na	na	na	na	2.6.1.1	core	2	na	na	cyt	7002_A0512	sll0402
7002_A0513	cyan2780	14	na	septum site-determining protein MinC	minC	na	Cell division	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A0513	sll0288
7002_A0514	cyan2779	14	na	septum site-determining protein MinD	minD	na	Cell division	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A0514	sll0289
7002_A0515	cyan2778	14	na	cell division topological specificity factor MinE	minE	na	Cell division	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A0515	ssl0546
7002_A0516	cyan0300	7	na	hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	Sec	na	IM 3 TM	7002_A0516	slr0962
7002_A0517	cyan2260	14	na	4-hydroxy-3-methylbut-2-enyl diphosphate reductase IspH	ispH	na	Isoprenoid synth	na	na	na	na	na	na	na	1.17.1.2	core	2	na	na	cyt	7002_A0517	slr0348
7002_A0518	cyan0793	14	na	protein of unknown function DUF98 YCF21	ycf21	na	na	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A0518	sll1797
7002_A0518.1	cyan1994	14	na	30S ribosomal protein S16 RpsP	rpsP	na	Ribosome: SSU	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A0518.1	ssr0482
7002_A0519	cyan1995	11	na	KH domain RNA binding protein YlqC	ylqC	na	na	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A0519	slr0287
7002_A0520	cyan2119	14	na	GTP-binding protein Era	era	na	Ribosome biogenesis	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A0520	slr0321
7002_A0521	cyan10545	1	16815953	"integral membrane phosphatidylglycerophosphatase, PgpB"	pgpB	na	phosphatidylglycerol biosynthesis	na	na	na	na	na	na	na	3.1.3.27	na	2	Sec	na	IM 6 TM	7002_A0521	na
7002_A0522	cyan2402	6	na	"cytoplasmic Zn-dependent peptidase, Prp3"	prp3	pqqL	Proteolysis	na	na	na	na	M16	na	na	na	na	2	na	na	cyt	7002_A0522	sll0055
7002_A0523	cyan10546	1	na	methyltransferase-like protein	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A0523	na
7002_A0524	cyan10547	1	na	hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	Sec	na	IM 4 TM	7002_A0524	na
7002_A0525	cyan1486	14	na	beta-ketoacyl-acyl carrier protein synthase III FabH	fabH	na	Fatty Acid Biosynthesis FASII	na	na	na	na	na	na	na	2.3.1.41	core	2	na	na	cyt	7002_A0525	slr1511
7002_A0526	cyan1485	14	na	glycerol-3-phosphate acyltransferase PlsX	plsX	na	Glycerolipid and Glycerophospholipid Metabolism	na	na	na	na	na	na	na	2.3.1.15	core	2	na	na	cyt	7002_A0526	slr1510
7002_A0527	cyan1739	11	na	D-alanyl-D-alanine carboxypeptidase DacB	dacB	na	Peptidoglycan modification	na	na	na	na	S13	na	na	3.4.16.4	core	2	Sec	LepB	peri	7002_A0527	sll1369
7002_A0528	cyan1714	10	na	precorrin isomerase precorrin-8X methylmutase CbiC2	cbiC2	cobH	Cofactor B12 synth: aerobic?	na	na	na	na	na	na	na	5.4.1.2	na	2	na	na	cyt	7002_A0528	slr1467
7002_A0529	cyan1881	14	na	"carotene 7,8-desaturase CrtQ"	crtQ	na	Carotenoid biosynthesis	na	FAD	na	na	na	na	na	1.-.-.-	core	2	na	na	cyt-TM assoc	7002_A0529	slr0940
7002_A0530	cyan0394	9	na	conserved hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A0530	slr0680
7002_A0531	cyan0960	14	na	ATP-dependent DNA helicase II PcrA	pcrA	uvrD	DNA Repair	na	ATP	na	na	na	na	na	na	core	2	na	na	cyt	7002_A0531	sll1143
7002_A0532	DUF820	1	na	putative endonuclease DUF820 family	na	na	Genome evolution?	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A0532	na
7002_A0533	cyan1730	14	na	glycosyl transferase family 2	na	na	Polysaccharide synth	na	na	na	na	na	na	na	na	core	2	Sec	na	IM 4 TM	7002_A0533	sll1377
7002_A0534	cyan10548	1	na	major facilitator transporter	na	na	Transport export:carbohydrate?	na	na	na	na	na	na	na	na	na	2	Sec	na	IM 12 TM	7002_A0534	na
7002_A0535	cyan10549	1	na	hypothetical protein	na	na	O-antigen synthesis	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A0535	na
7002_A0536	cyan10550	1	na	hypothetical protein	na	na	O-antigen synthesis	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A0536	na
7002_A0537	cyan10551	1	na	hypothetical protein	na	na	O-antigen synthesis	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A0537	na
7002_A0538	cyan10552	1	na	"O-antigen ligase, Wzy"	wzy	na	O-antigen synthesis	na	na	na	na	na	na	9.B.67	na	na	2	Sec	na	IM 12 TM	7002_A0538	na
7002_A0539	cyan3602	3	na	"L-seryl-tRNA(Sec) kinase, PstK"	pstK	na	Selenocysteine metabolism	na	na	na	na	na	na	na	na	pSYSA	2	na	na	cyt	7002_A0539	slr7095
7002_A0540	cyan0248	13	21292744	membrane protein with DnaJ domain	na	na	Chaperone	na	na	na	na	na	na	na	na	core	2	Sec	na	IM 1 TM	7002_A0540	sll1666
7002_A0541	cyan2185	11	na	protein of unknown function DUF721	na	na	DNA replication	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A0541	slr0363
7002_A0542	cyan0989	8	na	conserved hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A0542	ssr2062
7002_A0543	cyan0973	8	na	hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A0543	ssr2047
7002_A0544	cyan10553	1	na	hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A0544	na
7002_A0545	cyan0514	14	18044966	monothiol glutaredoxin Grx4 family Ycf64	ycf64	na	Glutathione:Redox cycle	na	FeS	na	na	na	na	na	na	core	2	na	na	cyt	7002_A0545	slr1846
7002_A0546	cyan0513	14	na	BolA family protein	na	na	Stress response	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A0546	ssr3122
7002_A0547	cyan1276	14	na	orotidine 5'-phosphate decarboxylase PyrF	pyrF	na	De Novo Pyrimidine Synthesis	na	na	na	na	na	na	na	4.1.1.23	core	2	na	na	cyt	7002_A0547	sll0838
7002_A0548	cyan2385	14	na	chlorophyll a synthase ChlG	chlG	na	Chlorophyll Biosynthesis	na	na	na	na	na	na	na	2.5.1.62	core	2	Sec	na	IM 8 TM	7002_A0548	slr0056
7002_A0549	cyan2599	14	na	PHP family metal-dependent phosphoesterase	na	na	na	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A0549	sll0549
7002_A0550	cyan2232	14	na	amidophosphoribosyltransferase PurF	purF	na	De Novo Purine Biosynthesis	na	na	na	na	C44	na	na	2.4.2.14	core	2	na	na	cyt	7002_A0550	sll0757
7002_A0551	cyan10554	1	na	"peptidase, M48 family"	na	na	Proteolysis	na	na	na	na	M48	na	na	na	na	2	na	na	cyt	7002_A0551	na
7002_A0552	cyan10555	1	na	"2,3-diketo-5-methylthio-1-phosphopentane phosphatase, MtnC"	mtnC	na	Methionine Salvage	na	na	na	na	na	na	na	3.1.3.77	na	2	na	na	cyt	7002_A0552	na
7002_A0553	cyan4201	4	na	"methionine salvage pathway protein E-2/E-2'', MtnD"	mtnD	na	Methionine Salvage	na	na	na	na	na	na	na	1.13.11.54	na	2	na	na	cyt	7002_A0553	na
7002_A0554	cyan4410	3	na	"methylthioribulose 1-phosphate dehydratase, MtnB"	mtnB	na	Methionine Salvage	na	na	na	na	na	na	na	4.2.1.109	na	2	na	na	cyt	7002_A0554	na
7002_A0555	cyan0687	12	na	hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	core	2	Sec	na	IM 2 TM	7002_A0555	sll1926
7002_A0556	cyan0847	14	na	"anti-sigma regulatory factor (Ser/Thr protein kinase), essential for photomixotrophic growth PmgA"	pmgA	na	Sensory transduction	na	na	na	na	na	na	na	2.7.11.1	core	2	na	na	cyt	7002_A0556	sll1968
7002_A0557	cyan0848	11	na	 23S rRNA (uracil1939-C5)-methyltransferase RumA	rumA	na	rRNA modifcation - 23S	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A0557	sll1967
7002_A0558	cyan2236	14	19820102	thioredoxin-dependent peroxidase 2-cys family	na	na	Oxidative stress	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A0558	sll0755
7002_A0559	cyan0524	9	na	"O-linked glycosylase, PMT family"	na	na	na	na	na	na	na	na	na	na	na	core	2	Sec	na	IM 11 TM	7002_A0559	sll1946
7002_A0560	cyan1596	12	na	proton-translocating NADH-quinone dehydrogenase subunit NdhL	ndhL	na	CO2 fixation: Respiratory Complex I	na	na	na	na	na	na	na	1.6.5.3	core	2	Sec	na	TM 2 TM	7002_A0560	ssr1386
7002_A0561	cyan10556	11	na	protein of unknown function DUF3007	na	na	na	na	na	na	na	na	na	na	na	na	2	Sec	na	IM 2 TM	7002_A0561	na
7002_A0562	cyan0304a	14	na	tryptophan synthase alpha subunit TrpA	trpA	na	AA synth: Trp	na	na	na	na	na	na	na	4.2.1.20	core	2	na	na	cyt	7002_A0562	slr0966
7002_A0563	cyan2068	7	na	voltage-gated chloride channel protein	na	na	"Transport|uptake:CO2, carboxysome???"	na	na	na	na	na	na	2.A.49.6	na	na	2	Sec	na	IM 10 TM	7002_A0563	sll1864
7002_A0564	cyan2597	14	18413314	bifunctional protein disulfide isomerase / oxidoreductase DsbAB	dsbAB	na	na	na	na	na	na	na	na	na	na	core	2	Sec	na	IM 5 TM	7002_A0564	slr0565
7002_A0565	cyan4227	7	na	"molybdenum cofactor biosynthesis protein, MoaB"	moaB	na	Cofactor molybdopterin synth	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A0565	na
7002_A0566	cyan2282	8	na	FMN-binding flavin reductase-like domain-containing protein	na	na	na	na	FMN	na	na	na	na	na	na	na	2	na	na	cyt	7002_A0566	slr0001
7002_A0567	cyan4908	9	na	ATLS1-like light-inducible protein	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A0567	na
7002_A0568	cyan10557	1	na	hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	Sec	LepB	peri	7002_A0568	na
7002_A0569	cyan1913	14	na	proton-translocating NADH-quinone dehydrogenase subunit M NdhM	ndhM	na	CO2 fixation: Respiratory Complex I	na	na	na	na	na	na	na	1.6.5.3	core	2	na	na	cyt-TM assoc	7002_A0569	slr1623
7002_A0570	cyan0134	6	na	conserved hypothetical lipoprotein	na	na	na	na	na	na	na	na	na	na	na	na	2	Sec	LspA	LP -IM	7002_A0570	slr0243
7002_A0571	cyan2300	11	na	RDD family protein	na	na	na	na	na	na	na	na	na	na	na	core	2	Sec	na	IM 2 TM	7002_A0571	slr0016
7002_A0572	cyan2624	14	na	50S ribosomal protein L33 RpmG	rpmG	na	Ribosome: LSU	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A0572	ssr1398
7002_A0573	cyan2625	14	na	30S ribosomal protein S18 RpsR	rpsR	na	Ribosome: SSU	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A0573	ssr1399
7002_A0574	cyan0641	14	na	ribonuclease II Rnb	rnb	na	RNA degradation	na	na	na	na	na	na	na	3.1.13.1	core	2	na	na	cyt	7002_A0574	sll1290
7002_A0575	cyan1577	11	na	hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A0575	ssr1375
7002_A0576	cyan6640b	2	na	"SGNH hydrolase, sialate-O-acetylesterase-like subfamily"	na	na	na	na	na	na	na	na	na	na	3.1.-.-	na	2	Sec Bam	LepB	OM | extra?	7002_A0576	na
7002_A0577	cyan2439a	14	19372598	high-affinity Na+(Li+):H+ thylakoid membrane antiporter NhaS3	nhaS3	na	Transport antiport:Na:H	na	na	na	na	na	na	2.A.37	na	core	2	Sec	na	TM 11 TM	7002_A0577	sll0689
7002_A0578	cyan1247	11	na	N-acetylmuramoyl-L-alanine amidase AmiA	amiA	na	Peptidoglycan turnover	na	na	na	na	na	na	na	3.5.1.28	core	2	Sec	LepB	peri	7002_A0578	slr1744
7002_A0579	cyan1248	14	na	glutamate racemase MurI	murI	na	Peptidoglycan biosynthesis	na	na	na	na	na	na	na	5.1.1.3	core	2	na	na	cyt	7002_A0579	slr1746
7002_A0580	cyan0001	14	na	solanesyl diphosphate synthase SdsA	sdsA	sds crtE	Carotenoid biosynthesis	na	na	na	na	na	na	na	2.5.1.84	core	2	na	na	cyt	7002_A0580	slr0611
7002_A0581	cyan0412	11	na	protein of unknown function DUF39	na	na	na	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A0581	slr0689
7002_A0582	cyan0588	5	10712699	glutamine synthetase inactivating factor IF7 GifA	gifA	na	Nitrogen assimiliation - ammonia	NtcA	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A0582	ssl1911
7002_A0583	cyan2413	7	na	"gamma-glutamyl phosphate reductase, ProA"	proA	na	Arg/Pro metabolism	na	na	na	na	na	na	na	1.2.1.41	na	2	na	na	cyt	7002_A0583	sll0461
7002_A0584	cyan1079	9	na	N-acetylmuramoyl-L-alanine amidase	na	na	Peptidoglycan turnover	na	Zn	na	na	na	na	na	3.5.1.28	na	2	Sec	LepB	peri	7002_A0584	slr0891
7002_A0585	cyan1748a	11	19253332	ABC-type glycolipid export system outer membrane secretin component HgdD	hgdD	tolC	Heterocyst-specific glycolipid layer formation	na	na	na	na	na	na	1.B.17	na	core	2	Sec Bam	LepB	OM	7002_A0585	slr1270
7002_A0586	cyan1004	9	na	glyoxylase family protein	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A0586	slr1440
7002_A0587	cyan2050	9	na	RND-type export system permease component heavy metal efflux (HME) family Rnd3b	rnd3b	na	Transport RND|export	na	Cu?	na	na	na	na	2.A.6.2	na	na	2	Sec	na	IM 12 TM	7002_A0587	sll0142
7002_A0588	cyan1888	8	na	arsenate reductase ArsC	arsC	na	Detoxification:arsenate	ArsR	na	na	na	na	na	na	1.20.4.1	na	2	na	na	cyt	7002_A0588	slr0946
7002_A0589	cyan1886	10	12949088	arsenite export permease ArsB	arsB	na	Detoxification:arsenate	ArsR	na	na	na	na	na	2.A.59	na	core	2	Sec	na	IM 10 TM	7002_A0589	slr0944
7002_A0590	cyan1327	12	na	transcriptional regulator of arsenate resistance ArsR	arsR	na	Detoxification: arsenate	ArsR	na	na	ArsR	na	na	na	na	core	2	na	na	cyt	7002_A0590	sll1957
7002_A0591	cyan2051	9	na	RND-type export system MFP component Rnd3a	rnd3a	na	Transport RND|export	na	Cu?	na	na	na	na	2.A.6	na	na	2	Sec	LepB	peri	7002_A0591	sll0141
7002_A0592	cyan1224	14	22961855	Zn-dependent intramembrane protease RseP	rseP	na	Proteolysis	na	Zn	na	na	M50	na	na	na	core	2	Sec	na	IM 4 TM	7002_A0592	slr1821
7002_A0593	cyan1823	12	na	protein of unknown function DUF3493	na	na	na	na	na	na	na	na	na	na	na	core	2	Sec	na	IM 2 TM	7002_A0593	smr0014
7002_A0594	cyan1792	12	na	muramoyltetrapeptide carboxypeptidase IdcA	idcA	mccF	Peptidoglycan turnover	na	na	na	na	S66	na	na	3.4.17.13	na	2	na	na	cyt	7002_A0594	slr1534
7002_A0595	cyan2245	14	na	triosephosphate isomerase TpiA	tpiA	na	Glycolysis and Gluconeogenesis | Calvin-Benson cycle	na	na	na	na	na	na	na	5.3.1.1	core	2	na	na	cyt	7002_A0595	slr0783
7002_A0596	cyan0216	14	na	Mg-protoporphyrin IX chelatase ATPase subunit ChlD	chlD	na	Chlorophyll Biosynthesis	na	ATP	na	na	na	na	na	6.6.1.1	core	2	na	na	cyt	7002_A0596	slr1777
7002_A0597	cyan3047	14	na	pterin-binding enzyme	na	na	na	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A0597	slr0651
7002_A0598	cyan10558	1	na	conserved hypothetical protein	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A0598	na
7002_A0599	cyan2951	14	na	arginyl-tRNA synthetase ArgS	argS	na	Aminoacyl-tRNA biosynthesis	na	na	na	na	na	na	na	6.1.1.19	core	2	na	na	cyt	7002_A0599	sll0502
7002_A0600	cyan3712	3	na	Zn-dependent M48 family protease with chaperone function	na	na	Proteolysis	na	Zn	na	na	M48	na	na	na	na	2	Sec	na	IM 1 TM	7002_A0600	na
7002_A0601	cyan2018	14	na	non-canonical purine NTP pyrophosphatase RdgB	rdgB	na	Cofactor folate synth	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A0601	slr0402
7002_A0602	cyan0647a	9	18502976	high light-inducible protein HliA	hliA	na	Photosystem I assembly	na	na	na	na	na	na	na	na	na	2	Sec	na	TM 1 TM	7002_A0602	ssl2542
7002_A0603	cyan0814	3	na	homoserine kinase type II	na	na	AA synth - Met	na	na	na	na	na	na	na	2.7.1.39	na	2	na	na	cyt	7002_A0603	sll1119
7002_A0604	cyan1199	14	na	protein of unknown function DUF2518 Ycf51	ycf51	na	na	na	na	na	na	na	na	na	na	core	2	Sec	na	IM 2 TM	7002_A0604	sll1702
7002_A0605	cyan1818	13	na	glycerol dehydrogenase iron containing GldA	gldA	na	na	na	na	na	na	na	na	na	1.1.1.6	core	2	na	na	cyt	7002_A0605	slr1167
7002_A0606	cyan3231	14	na	phosphoribosylaminoimidazole carboxylase ATPase subunit PurK	purK	na	De Novo Purine Biosynthesis	na	ATP	na	na	na	na	na	4.1.1.21	core	2	na	na	cyt	7002_A0606	sll0578
7002_A0607	cyan2428	6	na	AIG2-like family protein	na	na	na	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A0607	slr0491
7002_A0608	cyan0226	14	na	heat stress-responsive two component signal transduction system response regulator Rre1	rre1	ycf29	Heat shock	na	na	na	LuxR	na	na	na	na	core	2	na	na	cyt-IM assoc	7002_A0608	slr1783
7002_A0609	cyan1494	14	na	protein of unknown function DUF3288	na	na	na	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A0609	ssr2551
7002_A0610	cyan4776	5	na	"bifunctional orotidine 5'-phosphate decarboxylase/orotate phosphoribosyltransferase protein, PyrFE"	pyrFE	na	De Novo Pyrimidine Synthesis	na	na	na	na	na	na	na	2.4.2.10 4.1.1.23	na	2	na	na	cyt	7002_A0610	na
7002_A0611	cyan5633c	14	na	RND type transport system permease component FtsX family Rnd4b	rnd4b	na	Transport RND|export	na	na	lipid?	na	na	na	3.A.1.122	na	core	2	Sec	na	IM 4 TM	7002_A0611	slr0594
7002_A0613	cyan3039	10	na	helicase SNF2 family	na	na	DNA Repair	na	na	na	na	na	na	na	na	na	2	na	na	cyt	7002_A0613	sll1366
7002_A0614	cyan1927	14	na	DNA-directed RNA polymerase omega subunit RpoZ	rpoZ	na	RNA polymerase	na	na	na	na	na	na	na	2.7.7.6	core	2	na	na	cyt	7002_A0614	ssl2982
7002_A0615	cyan1687	7	na	two component signal transduction system response regulator with DUF3685 domain	na	na	Sensory transduction	na	na	na	na	na	na	na	na	na	2	na	na	cyt-IM assoc	7002_A0615	sll1879
7002_A0616	cyan2583	6	na	ADP-ribose pyrophosphatase FolQ	FolQ	na	Cofactor folate synth? FolQ? Regulator NAD metabolism?	na	na	na	na	na	na	na	3.6.1.13	na	2	na	na	cyt	7002_A0616	slr0920
7002_A0617	cyan2873	14	na	endoribonuclease L-PSP	na	na	na	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A0617	slr0709
7002_A0618	cyan2672	10	na	"ATP-dependent RNA helicase, DeaD"	deaD	na	na	na	ATP	na	na	na	na	na	na	na	2	na	na	cyt	7002_A0618	slr0083
7002_A0619	cyan2671	14	na	ribosomal protein S12 methylthiotransferase RimO	rimO	na	na	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A0619	slr0082
7002_A0620	cyan2974	14	na	ATP phosphoribosyltransferase catalytic subunit HisG	hisG	na	AA synth: Aromatic (his)	na	na	na	na	na	na	na	2.4.2.17	core	2	na	na	cyt	7002_A0620	sll0900
7002_A0621	cyan3080	11	na	ATP phosphoribosyltransferase regulatory subunit HisZ	hisZ	na	AA synth: Aromatic (his)	na	na	na	na	na	na	na	2.4.2.17	core	2	na	na	cyt	7002_A0621	slr1560
7002_A0622	cyan1721	11	21292744	TPR repeat domain protein with DnaJ domain	na	na	Chaperone	na	na	na	na	na	na	na	na	core	2	na	na	cyt	7002_A0622	sll1384
7002_A0623	cyan1722	14	na	myo-inositol-1-phosphate phosphatase SuhB	suhB	na	inositol biosynthesis 	na	na	na	na	na	na	na	3.1.3.25	core	2	na	na	cyt	7002_A0623	sll1383
7002_A0624	cyan1723	14	na	2Fe-2S ferredoxin PetF-like	na	na	Photosynthetic electron Transport	na	FeS	na	na	na	na	na	na	core	2	na	na	cyt-TM assoc	7002_A0624	sll1382
7002_A0626	cyan1892	8	na	ABC-type transport system ATPase component	na	na	Transport	na	ATP	na	na	na	na	3.A.1	3.6.3.-	na	2	na	na	cyt-IM assoc	7002_A0626	sll0912
